["00", "01", "02", "03", "04", "05", "06", "07", "08", "09", "10", "11", "12", "14", "15", "20", "22", "25", "26", "28", "29", "31", "32", "34", "40", "41", "43", "54", "55", "56", "57", "61", "62", "66", "67", "69", "70", "73", "75", "76", "77", "78", "81", "82", "83", "89", "90", "93", "95", "98"]
["00", "01", "02", "03", "04", "05", "06", "07", "08", "09", "10", "12", "14", "15", "18", "22", "29", "34", "35", "37", "41", "43", "44", "45", "48", "49", "52", "53", "54", "55", "57", "59", "62", "63", "66", "70", "71", "73", "74", "75", "76", "77", "78", "82", "87", "89", "90", "92", "93", "96"]
["00", "01", "02", "03", "04", "06", "07", "08", "09", "10", "12", "14", "15", "17", "19", "20", "21", "22", "26", "29", "32", "34", "35", "36", "37", "40", "43", "45", "46", "49", "51", "52", "53", "54", "55", "60", "62", "64", "66", "72", "76", "78", "79", "82", "83", "89", "90", "91", "92", "94"]
["00", "01", "02", "03", "04", "06", "07", "08", "09", "11", "12", "14", "15", "17", "18", "22", "24", "29", "30", "34", "37", "43", "44", "47", "48", "49", "50", "52", "54", "57", "61", "62", "64", "66", "67", "71", "72", "76", "78", "79", "80", "82", "87", "89", "90", "93", "94", "95", "96", "98"]
["00", "01", "02", "03", "04", "06", "07", "08", "09", "12", "14", "15", "16", "19", "22", "29", "30", "31", "32", "33", "34", "35", "40", "43", "46", "47", "50", "54", "56", "57", "58", "60", "63", "66", "67", "68", "72", "74", "75", "76", "77", "78", "82", "83", "84", "87", "89", "90", "91", "98"]
["00", "01", "02", "03", "04", "06", "07", "08", "09", "12", "15", "18", "19", "20", "22", "26", "29", "33", "34", "37", "39", "42", "43", "45", "46", "47", "50", "51", "52", "53", "54", "56", "57", "58", "59", "62", "66", "67", "72", "76", "77", "78", "80", "81", "82", "83", "84", "89", "90", "96"]
["00", "01", "02", "03", "05", "06", "07", "08", "09", "10", "11", "12", "14", "15", "16", "18", "22", "29", "31", "32", "33", "34", "36", "43", "45", "48", "51", "52", "54", "55", "56", "58", "60", "62", "64", "66", "73", "74", "76", "78", "79", "80", "82", "83", "86", "89", "90", "94", "97", "98"]
["00", "01", "02", "03", "05", "06", "07", "08", "09", "11", "12", "13", "15", "21", "22", "24", "26", "29", "32", "34", "35", "40", "43", "44", "49", "50", "54", "55", "59", "60", "61", "62", "64", "66", "68", "69", "72", "75", "76", "77", "78", "81", "82", "83", "88", "89", "90", "92", "95", "96"]
["00", "01", "02", "03", "05", "06", "07", "08", "09", "11", "12", "15", "17", "19", "22", "24", "29", "34", "36", "37", "38", "39", "43", "46", "48", "49", "50", "51", "52", "54", "57", "59", "61", "64", "66", "68", "69", "71", "72", "76", "77", "78", "82", "87", "89", "90", "91", "93", "96", "97"]
["00", "01", "02", "03", "05", "06", "07", "08", "09", "11", "12", "15", "18", "19", "20", "21", "22", "26", "28", "29", "30", "31", "34", "38", "41", "43", "44", "45", "49", "53", "54", "56", "57", "60", "62", "66", "67", "70", "72", "76", "78", "81", "82", "87", "89", "90", "91", "95", "96", "98"]
["00", "01", "02", "03", "06", "07", "08", "09", "10", "12", "13", "15", "16", "17", "22", "24", "27", "29", "31", "32", "34", "37", "38", "39", "41", "43", "44", "47", "50", "53", "54", "55", "58", "64", "66", "67", "73", "74", "75", "76", "78", "79", "81", "82", "83", "84", "88", "89", "90", "94"]
["00", "01", "02", "03", "06", "07", "08", "09", "10", "12", "14", "15", "20", "21", "22", "24", "26", "27", "29", "30", "31", "34", "36", "37", "38", "41", "43", "44", "47", "51", "54", "57", "58", "59", "61", "63", "66", "67", "76", "78", "80", "81", "82", "86", "88", "89", "90", "91", "94", "98"]
["00", "01", "02", "03", "06", "07", "08", "09", "10", "12", "15", "16", "22", "26", "29", "30", "34", "37", "38", "41", "42", "43", "44", "47", "49", "52", "54", "57", "59", "62", "63", "66", "67", "68", "69", "70", "72", "75", "76", "78", "80", "81", "82", "87", "88", "89", "90", "91", "95", "97"]
["00", "01", "02", "03", "06", "07", "08", "09", "11", "12", "14", "15", "16", "22", "29", "31", "32", "34", "35", "37", "41", "42", "43", "45", "50", "51", "53", "54", "56", "59", "61", "62", "64", "66", "67", "69", "70", "76", "78", "81", "82", "84", "85", "88", "89", "90", "91", "94", "97", "98"]
["00", "01", "02", "03", "06", "07", "08", "09", "11", "12", "14", "15", "20", "22", "23", "28", "29", "31", "32", "33", "34", "35", "42", "43", "47", "48", "54", "56", "60", "62", "63", "64", "65", "66", "68", "72", "74", "76", "78", "79", "80", "82", "84", "85", "86", "87", "88", "89", "90", "94"]
["00", "01", "02", "03", "06", "07", "08", "09", "12", "13", "14", "15", "21", "22", "23", "24", "28", "29", "30", "31", "32", "34", "35", "41", "43", "45", "46", "48", "50", "52", "53", "54", "55", "59", "62", "63", "64", "65", "66", "71", "73", "76", "78", "79", "82", "84", "89", "90", "94", "96"]
["00", "01", "02", "03", "06", "07", "08", "09", "12", "14", "15", "18", "20", "21", "22", "23", "26", "28", "29", "30", "31", "32", "34", "35", "43", "44", "47", "48", "49", "51", "53", "54", "55", "58", "61", "63", "66", "69", "72", "73", "75", "76", "78", "81", "82", "83", "84", "89", "90", "98"]
